Name,Position,Weigth,Height,Age,Team
Rondale Moore,WR,181, 5-7,24,atlanta-falcons
Ruke Orhorhoro,DT,294, 6-4,23,atlanta-falcons
James Smith-Williams,DE,265, 6-4,27,atlanta-falcons
Junior Aho,DT,272, 6-4,25,atlanta-falcons
Chris Blair,WR,198, 6-2,27,atlanta-falcons
Phillip Dorsett,WR,185, 5-10,31,atlanta-falcons
Dylan Drummond,WR,186, 6-0,24,atlanta-falcons
Jovaughn Gwyn,OG,301, 6-2,25,atlanta-falcons
Matt Hennessy,DB,208, 6-2,26,atlanta-falcons
Khalid Kareem,DE,268, 6-4,26,atlanta-falcons
LaCale London,DL,297, 6-3,27,atlanta-falcons
Jesse Matthews,WR,190, 6-0,25,atlanta-falcons
Nathan Peterman,QB,225, 6-2,30,atlanta-falcons
Armani Rogers,TE,225, 6-5,26,atlanta-falcons
Carlos Washington,RB,220, 5-11,25,atlanta-falcons
Shemar Bartholomew,DB,200, 6-1,24,carolina-panthers
Raheem Blackshear,RB,190, 5-9,25,carolina-panthers
Jonathon Brooks,RB,207, 6-0,21,carolina-panthers
Claudin Cherelus,LB,230, 6-2,25,carolina-panthers
Dan Chisena,WR,202, 6-3,27,carolina-panthers
Brady Christensen,OG,300, 6-6,28,carolina-panthers
Jadeveon Clowney,LB,266, 6-5,31,carolina-panthers
Jalen Coker,WR,213, 6-3,23,carolina-panthers
Jaden Crumedy,DT,309, 6-4,24,carolina-panthers
Andy Dalton,QB,220, 6-2,37,carolina-panthers
Ikem Ekwonu,OT,320, 6-4,24,carolina-panthers
Akayleb Evans,DB,198, 6-2,25,carolina-panthers
Caleb Farley,DB,197, 6-2,26,carolina-panthers
Sam Franklin,DB,210, 6-3,28,carolina-panthers
Feleipe Franks,TE,228, 6-6,26,carolina-panthers
Jordan Fuller,DB,203, 6-2,26,carolina-panthers
Cam Gill,LB,240, 6-3,26,carolina-panthers
Jonathan Harris,DE,290, 6-5,28,carolina-panthers
Johnny Hekker,P,225, 6-5,34,carolina-panthers
Jaycee Horn,DB,200, 6-1,25,carolina-panthers
Chuba Hubbard,RB,210, 6-1,25,carolina-panthers
Robert Hunt,OG,323, 6-6,28,carolina-panthers
Dane Jackson,DB,180, 5-11,28,carolina-panthers
Michael Jackson,LS,235, 6-2,38,carolina-panthers
Josey Jewell,LB,260, 6-4,26,carolina-panthers
Lonnie Johnson,DB,213, 6-2,27,carolina-panthers
Jarrett Kingston,OG,308, 6-4,25,carolina-panthers
Xavier Legette,WR,227, 6-3,23,carolina-panthers
Damien Lewis,OG,327, 6-2,27,carolina-panthers
Cade Mays,OG,325, 6-6,25,carolina-panthers
David Moore,WR,220, 6-0,29,carolina-panthers
Taylor Moton,OT,325, 6-5,30,carolina-panthers
Yosuah Nijman,OT,314, 6-7,28,carolina-panthers
Eddy Pineiro,K,190, 5-11,29,carolina-panthers
LaBryan Ray,DE,290, 6-4,26,carolina-panthers
Jon Rhattigan,LB,236, 6-0,25,carolina-panthers
Demani Richardson,DB,215, 6-1,24,carolina-panthers
A'Shawn Robinson,DE,320, 6-3,29,carolina-panthers
Jammie Robinson,DB,190, 5-11,23,carolina-panthers
Ja'Tavion Sanders,TE,252, 6-4,21,carolina-panthers
Chau Smith-Wade,DB,176, 5-11,22,carolina-panthers
Stephen Sullivan,TE,245, 6-5,28,carolina-panthers
Adam Thielen,WR,195, 6-2,34,carolina-panthers
Deven Thompkins,WR,155, 5-8,24,carolina-panthers
Tommy Tremble,TE,250, 6-4,24,carolina-panthers
Shy Tuttle,DT,300, 6-3,29,carolina-panthers
Trevin Wallace,LB,244, 6-1,21,carolina-panthers
DeShawn Williams,LB,258, 6-5,27,carolina-panthers
Xavier Woods,DB,200, 5-11,29,carolina-panthers
Bryce Young,QB,204, 5-10,23,carolina-panthers
Chandler Zavala,OG,322, 6-3,25,carolina-panthers
Popo Aumavae,DT,315, 6-3,25,carolina-panthers
Anthony Brown,DB,192, 5-11,30,carolina-panthers
Derrick Brown,DE,320, 6-5,26,carolina-panthers
Austin Corbett,OG,305, 6-4,29,carolina-panthers
Miles Sanders,RB,210, 5-11,27,carolina-panthers
Nick Scott,DB,200, 5-11,29,carolina-panthers
Ian Thomas,TE,260, 6-4,28,carolina-panthers
Shaq Thompson,LB,230, 6-0,30,carolina-panthers
Raequan Williams,DT,305, 6-4,27,carolina-panthers
Mike Boone,RB,206, 5-10,29,carolina-panthers
Ja'Tyre Carter,OG,311, 6-3,25,carolina-panthers
Alex Cook,DB,196, 6-1,25,carolina-panthers
Kenny Dyson,LB,235, 6-3,23,carolina-panthers
Dillon Johnson,RB,218, 6-0,23,carolina-panthers
Jordan Matthews,TE,212, 6-3,32,carolina-panthers
Dax Milne,WR,190, 6-1,25,carolina-panthers
Praise Olatoke,WR,205, 6-2,24,carolina-panthers
Sam Pinckney,WR,220, 6-4,25,carolina-panthers
Jack Plummer,QB,215, 6-5,25,carolina-panthers
Andrew Raym,C,327, 6-4,23,carolina-panthers
Sam Roberts,DT,295, 6-5,26,carolina-panthers
Brandon Walton,OT,300, 6-5,26,carolina-panthers
Jacoby Windmon,LB,250, 6-2,23,carolina-panthers
Tariq Castro-Fields,DB,197, 6-1,25,carolina-panthers
Charles Harris,DE,250, 6-3,29,carolina-panthers
Marquis Haynes,LB,235, 6-2,30,carolina-panthers
Troy Hill,DB,182, 5-10,33,carolina-panthers
Thomas Incoom,LB,265, 6-2,25,carolina-panthers
Tarron Jackson,DE,254, 6-2,26,carolina-panthers
Diontae Johnson,WR,183, 5-10,28,carolina-panthers
Shaq Lawson,DE,270, 6-3,30,carolina-panthers
Eku Leota,LB,257, 6-4,25,carolina-panthers
Jonathan Mingo,WR,220, 6-2,23,carolina-panthers
Jayden Peevy,DE,308, 6-5,25,carolina-panthers
Shaquille Quarterman,LB,234, 6-0,27,carolina-panthers
Jamie Sheriff,LB,254, 6-1,24,carolina-panthers
Nick Thurman,DT,305, 6-4,29,carolina-panthers
Chandler Wooten,LB,230, 6-3,25,carolina-panthers
Russ Yeast,DB,195, 5-10,25,carolina-panthers
Ugo Amadi,DB,201, 5-9,27,new-orleans-saints
Kevin Austin,WR,200, 6-2,24,new-orleans-saints
Khristian Boyd,DT,320, 6-2,24,new-orleans-saints
Bryan Bresee,DT,305, 6-5,23,new-orleans-saints
Derek Carr,QB,215, 6-3,33,new-orleans-saints
Demario Davis,LB,248, 6-2,35,new-orleans-saints
Jaylan Ford,LB,240, 6-2,23,new-orleans-saints
Isaiah Foskey,DE,265, 6-5,24,new-orleans-saints
Taliese Fuaga,OT,324, 6-6,22,new-orleans-saints
Willie Gay,LB,243, 6-1,26,new-orleans-saints
Carl Granderson,DB,202, 6-0,28,new-orleans-saints
Blake Grupe,K,156, 5-7,26,new-orleans-saints
Jake Haener,QB,200, 6-1,25,new-orleans-saints
William Harris,DB,206, 6-1,28,new-orleans-saints
Matt Hayball,P,189, 6-0,27,new-orleans-saints
Kyle Hergel,OG,315, 6-2,25,new-orleans-saints
Taysom Hill,TE,221, 6-2,34,new-orleans-saints
Dallin Holker,TE,241, 6-3,24,new-orleans-saints
Jordan Howden,DB,209, 6-0,24,new-orleans-saints
D'Marco Jackson,LB,233, 6-1,26,new-orleans-saints
Shemar Jean-Charles,DB,184, 5-10,26,new-orleans-saints
Juwan Johnson,TE,231, 6-4,28,new-orleans-saints
Cameron Jordan,DE,287, 6-4,35,new-orleans-saints
Alvin Kamara,RB,215, 5-10,28,new-orleans-saints
Shane Lemieux,OG,310, 6-4,27,new-orleans-saints
Tyrann Mathieu,DB,190, 5-9,32,new-orleans-saints
Erik McCoy,C,303, 6-4,27,new-orleans-saints
Ga'Quincy McKinstry,DB,199, 5-11,22,new-orleans-saints
Jordan Mims,RB,206, 5-10,25,new-orleans-saints
Foster Moreau,TE,250, 6-4,27,new-orleans-saints
Anfernee Orji,LB,230, 6-2,24,new-orleans-saints
Lucas Patrick,OG,313, 6-3,31,new-orleans-saints
Rico Payton,DB,182, 6-0,25,new-orleans-saints
Trevor Penning,OT,325, 6-7,25,new-orleans-saints
Dante Pettis,WR,195, 6-1,29,new-orleans-saints
Adam Prentice,RB,245, 6-0,27,new-orleans-saints
Spencer Rattler,QB,211, 6-0,24,new-orleans-saints
John Ridgeway,DT,321, 6-5,25,new-orleans-saints
Cesar Ruiz,OG,316, 6-4,25,new-orleans-saints
Nick Saldiveri,OG,316, 6-6,24,new-orleans-saints
Khalen Saunders,DT,324, 6-0,28,new-orleans-saints
Nephi Sewell,LB,228, 6-0,25,new-orleans-saints
Nathan Shepherd,DT,315, 6-4,31,new-orleans-saints
Alontae Taylor,DB,199, 6-1,25,new-orleans-saints
Mason Tipton,WR,187, 5-11,24,new-orleans-saints
Payton Turner,DE,270, 6-6,25,new-orleans-saints
Olisaemeka Udoh,OG,325, 6-6,27,new-orleans-saints
Marquez Valdes-Scantling,WR,206, 6-4,30,new-orleans-saints
Pete Werner,LB,242, 6-3,25,new-orleans-saints
Jamaal Williams,RB,224, 6-0,29,new-orleans-saints
Cedrick Wilson,WR,179, 5-10,29,new-orleans-saints
Zach Wood,LS,255, 6-3,31,new-orleans-saints
Chase Young,DE,264, 6-5,25,new-orleans-saints
Paulson Adebo,DB,192, 6-1,25,new-orleans-saints
Justin Herron,OT,305, 6-5,29,new-orleans-saints
Jerrod Means,WR,215, 6-2,23,new-orleans-saints
Kendre Miller,RB,220, 6-0,22,new-orleans-saints
Chris Olave,WR,187, 6-0,24,new-orleans-saints
Camron Peterson,DT,280, 6-5,25,new-orleans-saints
Rashid Shaheed,WR,180, 6-0,26,new-orleans-saints
Rejzohn Wright,DB,193, 6-2,24,new-orleans-saints
Tanoh Kpassagnon,DE,289, 6-7,30,new-orleans-saints
Ryder Anderson,DE,280, 6-6,26,new-orleans-saints
Austin Deculus,OT,321, 6-5,25,new-orleans-saints
Josiah Ezirim,OT,329, 6-6,23,new-orleans-saints
Tre Herndon,DB,185, 5-11,28,new-orleans-saints
Jermaine Jackson,WR,170, 5-7,24,new-orleans-saints
Michael Jacobson,TE,244, 6-7,27,new-orleans-saints
Jacob Kibodi,RB,225, 6-1,26,new-orleans-saints
Charlie Smyth,K,210, 6-4,23,new-orleans-saints
Isaiah Stalbird,LB,215, 6-1,24,new-orleans-saints
Roderic Teamer,DB,187, 5-11,27,new-orleans-saints
Xazavian Valladay,RB,198, 6-0,26,new-orleans-saints
Kendal Vickers,DT,295, 6-3,29,new-orleans-saints
Johnathan Abram,DB,205, 6-0,28,new-orleans-saints
Nook Bradford,DB,191, 5-10,25,new-orleans-saints
Khaleke Hudson,LB,220, 6-0,26,new-orleans-saints
Marshon Lattimore,DB,192, 6-0,28,new-orleans-saints
Connor McGovern,C,306, 6-4,31,new-orleans-saints
Christopher Reed,OG,314, 6-3,32,new-orleans-saints
Graham Barton,C,314, 6-5,22,tampa-bay-buccaneers
Chris Braswell,LB,255, 6-3,23,tampa-bay-buccaneers
Ben Bredeson,DT,290, 6-2,27,tampa-bay-buccaneers
Earnest Brown,DE,300, 6-5,25,tampa-bay-buccaneers
Devin Culp,TE,237, 6-4,24,tampa-bay-buccaneers
Lavonte David,LB,233, 6-1,34,tampa-bay-buccaneers
Jamel Dean,DB,206, 6-1,28,tampa-bay-buccaneers
Evan Deckers,LS,252, 6-3,25,tampa-bay-buccaneers
YaYa Diaby,LB,270, 6-4,25,tampa-bay-buccaneers
Payne Durham,TE,255, 6-5,24,tampa-bay-buccaneers
Mike Edwards,DB,205, 5-10,28,tampa-bay-buccaneers
Mike Evans,WR,231, 6-5,31,tampa-bay-buccaneers
Tyrek Funderburk,DB,185, 6-0,24,tampa-bay-buccaneers
Greg Gaines,DT,312, 6-1,28,tampa-bay-buccaneers
William Gholston,DE,281, 6-6,33,tampa-bay-buccaneers
Trenton Gill,P,219, 6-4,25,tampa-bay-buccaneers
Luke Goedeke,OT,312, 6-5,26,tampa-bay-buccaneers
Robert Hainsey,C,306, 6-4,26,tampa-bay-buccaneers
Logan Hall,DE,283, 6-6,24,tampa-bay-buccaneers
Josh Hayes,DB,190, 6-0,25,tampa-bay-buccaneers
Troy Hill,DB,182, 5-10,33,tampa-bay-buccaneers
Mar'Keise Irving,RB,195, 5-10,22,tampa-bay-buccaneers
Christian Izien,DB,200, 5-10,24,tampa-bay-buccaneers
Rakim Jarrett,WR,192, 6-0,23,tampa-bay-buccaneers
Levi Jones,LB,225, 6-2,26,tampa-bay-buccaneers
Calijah Kancey,DT,280, 6-0,23,tampa-bay-buccaneers
Ko Kieft,TE,265, 6-5,26,tampa-bay-buccaneers
Elijah Klein,OG,319, 6-4,24,tampa-bay-buccaneers
Cody Mauch,OG,303, 6-6,25,tampa-bay-buccaneers
Baker Mayfield,QB,215, 6-1,29,tampa-bay-buccaneers
Zyon McCollum,DB,199, 6-2,25,tampa-bay-buccaneers
Chase McLaughlin,K,190, 6-0,28,tampa-bay-buccaneers
Jalen McMillan,WR,192, 6-1,22,tampa-bay-buccaneers
Ryan Miller,WR,221, 6-2,24,tampa-bay-buccaneers
Anthony Nelson,LB,271, 6-7,27,tampa-bay-buccaneers
Royce Newman,OG,310, 6-5,27,tampa-bay-buccaneers
Cade Otton,TE,247, 6-5,25,tampa-bay-buccaneers
Trey Palmer,WR,190, 6-1,23,tampa-bay-buccaneers
Michael Pratt,QB,217, 6-2,23,tampa-bay-buccaneers
Jose Ramirez,LB,252, 6-2,25,tampa-bay-buccaneers
Sterling Shepard,WR,194, 5-10,31,tampa-bay-buccaneers
Justin Skule,OT,315, 6-6,28,tampa-bay-buccaneers
Tykee Smith,DB,202, 5-10,23,tampa-bay-buccaneers
Tavierre Thomas,DB,205, 5-10,28,tampa-bay-buccaneers
Kyle Trask,QB,236, 6-5,26,tampa-bay-buccaneers
Joe Tryon-Shoyinka,LB,259, 6-5,25,tampa-bay-buccaneers
Sean Tucker,RB,205, 5-10,23,tampa-bay-buccaneers
Vita Vea,DT,347, 6-4,29,tampa-bay-buccaneers
Rachaad White,RB,214, 6-0,25,tampa-bay-buccaneers
Antoine Winfield,DB,203, 5-9,26,tampa-bay-buccaneers
SirVocea Dennis,LB,230, 6-0,24,tampa-bay-buccaneers
Silas Dzansi,OT,335, 6-5,26,tampa-bay-buccaneers
Chase Edmonds,RB,201, 5-9,28,tampa-bay-buccaneers
Chris Godwin,WR,209, 6-1,28,tampa-bay-buccaneers
Bryce Hall,DB,202, 6-1,27,tampa-bay-buccaneers
Kameron Johnson,WR,170, 5-10,22,tampa-bay-buccaneers
Iosua Opeta,OG,305, 6-4,28,tampa-bay-buccaneers
Markees Watts,LB,240, 6-1,24,tampa-bay-buccaneers
Marcus Banks,DB,190, 6-0,24,tampa-bay-buccaneers
Jack Browning,P,190, 5-11,23,tampa-bay-buccaneers
Marquez Callaway,WR,204, 6-2,26,tampa-bay-buccaneers
Dallis Flowers,DB,196, 6-1,27,tampa-bay-buccaneers
Mike Greene,DT,293, 6-3,25,tampa-bay-buccaneers
Antonio Grier,LB,230, 6-1,24,tampa-bay-buccaneers
Daniel Grzesiak,LB,245, 6-1,24,tampa-bay-buccaneers
Luke Haggard,OT,305, 6-7,24,tampa-bay-buccaneers
Dennis Houston,WR,198, 6-1,25,tampa-bay-buccaneers
Tanner Knue,WR,178, 5-11,25,tampa-bay-buccaneers
Lorenz Metz,OT,310, 6-9,25,tampa-bay-buccaneers
Raiqwon O'Neal,OT,305, 6-4,24,tampa-bay-buccaneers
Tanner Taula,TE,255, 6-6,25,tampa-bay-buccaneers
Jake Camarda,P,193, 6-1,25,tampa-bay-buccaneers
Keenan Isaac,DB,190, 6-3,24,tampa-bay-buccaneers
Kaevon Merriweather,DB,207, 6-0,24,tampa-bay-buccaneers
Ben Stille,DT,296, 6-4,27,tampa-bay-buccaneers
Isaiah Adams,OT,316, 6-4,24,arizona-cardinals
Budda Baker,DB,195, 5-10,28,arizona-cardinals
Krys Barnes,LB,229, 6-2,26,arizona-cardinals
Kelvin Beachum,OT,308, 6-3,35,arizona-cardinals
Trey Benson,RB,223, 6-1,22,arizona-cardinals
Joey Blount,DB,201, 6-1,26,arizona-cardinals
Aaron Brewer,LS,232, 6-5,34,arizona-cardinals
Evan Brown,C,320, 6-3,28,arizona-cardinals
Baron Browning,LB,240, 6-3,25,arizona-cardinals
Kei'Trel Clark,DE,291, 6-2,29,arizona-cardinals
Zaven Collins,LB,260, 6-4,25,arizona-cardinals
Trystan Colon-Castillo,OG,313, 6-3,26,arizona-cardinals
James Conner,RB,233, 6-1,29,arizona-cardinals
DeeJay Dallas,RB,217, 5-10,26,arizona-cardinals
Emari Demercado,RB,215, 5-9,25,arizona-cardinals
Victor Dimukeje,LB,262, 6-2,25,arizona-cardinals
Greg Dortch,WR,175, 5-7,26,arizona-cardinals
Hjalte Froholdt,OG,310, 6-5,28,arizona-cardinals
Jon Gaines,OG,303, 6-4,24,arizona-cardinals
Blake Gillikin,P,196, 6-2,26,arizona-cardinals
Marvin Harrison,WR,205, 6-4,22,arizona-cardinals
Elijah Higgins,TE,235, 6-3,24,arizona-cardinals
Paris Johnson,OT,313, 6-6,23,arizona-cardinals
Christian Jones,OT,318, 6-5,24,arizona-cardinals
Naquan Jones,DT,313, 6-3,26,arizona-cardinals
Zay Jones,WR,200, 6-2,29,arizona-cardinals
Roy Lopez,DT,318, 6-2,27,arizona-cardinals
Jesse Luketa,LB,253, 6-3,25,arizona-cardinals
Trey McBride,TE,246, 6-4,25,arizona-cardinals
Max Melton,DB,193, 5-11,22,arizona-cardinals
Sean Murphy-Bunting,DB,195, 6-0,27,arizona-cardinals
Kyler Murray,QB,207, 5-10,27,arizona-cardinals
Julian Okwara,LB,250, 6-4,26,arizona-cardinals
Owen Pappoe,LB,225, 6-0,24,arizona-cardinals
Zach Pascal,WR,215, 6-2,29,arizona-cardinals
Tip Reiman,TE,273, 6-4,23,arizona-cardinals
Darius Robinson,DT,286, 6-5,23,arizona-cardinals
Chad Ryland,K,195, 6-0,25,arizona-cardinals
Dante Stills,DE,286, 6-4,24,arizona-cardinals
Dadrion Taylor,DB,189, 5-10,23,arizona-cardinals
Starling Thomas,DB,194, 5-10,24,arizona-cardinals
Xavier Thomas,LB,244, 6-2,24,arizona-cardinals
Jalen Thompson,DB,190, 5-11,26,arizona-cardinals
Khyiris Tonga,DT,338, 6-4,28,arizona-cardinals
Clayton Tune,QB,220, 6-3,25,arizona-cardinals
Travis Vokolek,TE,260, 6-6,26,arizona-cardinals
Xavier Weaver,WR,180, 6-1,24,arizona-cardinals
Kyzir White,LB,234, 6-2,28,arizona-cardinals
Garrett Williams,DB,192, 5-10,23,arizona-cardinals
Jonah Williams,OT,305, 6-5,27,arizona-cardinals
Mack Wilson,LB,233, 6-1,26,arizona-cardinals
Dennis Gardeck,LB,232, 6-0,30,arizona-cardinals
Will Hernandez,OG,332, 6-2,29,arizona-cardinals
Elijah Jones,DB,184, 6-2,24,arizona-cardinals
Justin Jones,DT,309, 6-3,28,arizona-cardinals
Bilal Nichols,DT,290, 6-4,28,arizona-cardinals
Carter O'Donnell,OT,313, 6-5,25,arizona-cardinals
BJ Ojulari,LB,248, 6-2,22,arizona-cardinals
Matt Prater,K,201, 5-10,40,arizona-cardinals
Andre Baccellia,WR,175, 5-10,27,arizona-cardinals
Anthony Brown,QB,217, 6-1,26,arizona-cardinals
Michael Carter,RB,201, 5-8,25,arizona-cardinals
Andre Chachere,DB,197, 6-0,28,arizona-cardinals
Jaden Davis,LB,228, 6-1,26,arizona-cardinals
Anthony Goodlow,DE,283, 6-5,24,arizona-cardinals
Charlie Heck,OT,311, 6-8,28,arizona-cardinals
Keith Ismael,C,309, 6-3,26,arizona-cardinals
Nick Leverett,OG,310, 6-4,27,arizona-cardinals
PJ Mustipher,DT,318, 6-4,25,arizona-cardinals
Tejhaun Palmer,WR,210, 6-2,24,arizona-cardinals
Ronnie Perkins,LB,253, 6-3,25,arizona-cardinals
Bernhard Seikovits,TE,262, 6-5,27,arizona-cardinals
Ben Stille,DT,296, 6-4,27,arizona-cardinals
Luke Tenuta,OT,314, 6-8,25,arizona-cardinals
Divaad Wilson,DB,195, 6-0,24,arizona-cardinals
Jackson Barton,OT,302, 6-7,29,arizona-cardinals
Darren Hall,DB,190, 6-0,24,arizona-cardinals
Davis Allen,TE,245, 6-6,23,los-angeles-rams
Chatarius Atwell,WR,165, 5-9,25,los-angeles-rams
Steve Avila,OG,332, 6-3,25,los-angeles-rams
Stetson Bennett,QB,190, 5-11,27,los-angeles-rams
Bobby Brown,DT,324, 6-4,24,los-angeles-rams
Blake Corum,RB,213, 5-8,24,los-angeles-rams
Kamren Curl,DB,198, 6-2,25,los-angeles-rams
Tyler Davis,DE,300, 6-2,24,los-angeles-rams
Justin Dedich,OG,295, 6-2,24,los-angeles-rams
Kevin Dotson,OG,321, 6-4,28,los-angeles-rams
Decobie Durant,DB,180, 5-11,26,los-angeles-rams
Ethan Evans,P,231, 6-3,23,los-angeles-rams
Braden Fiske,DE,295, 6-4,24,los-angeles-rams
Neville Gallimore,DT,307, 6-2,27,los-angeles-rams
Jimmy Garoppolo,QB,225, 6-2,33,los-angeles-rams
Nick Hampton,LB,235, 6-3,24,los-angeles-rams
Rob Havenstein,OT,330, 6-8,32,los-angeles-rams
Michael Hoecht,LB,310, 6-4,27,los-angeles-rams
Jake Hummel,LB,235, 6-1,25,los-angeles-rams
Alaric Jackson,OT,285, 6-7,26,los-angeles-rams
Brennan Jackson,LB,266, 6-4,24,los-angeles-rams
Jonah Jackson,OG,312, 6-4,27,los-angeles-rams
Desjuan Johnson,DE,252, 6-3,25,los-angeles-rams
Tyler Johnson,WR,205, 6-1,26,los-angeles-rams
Joshua Karty,K,208, 6-2,22,los-angeles-rams
Kamren Kinchens,DB,205, 5-11,22,los-angeles-rams
Cooper Kupp,WR,208, 6-2,31,los-angeles-rams
Quentin Lake,DB,201, 6-1,25,los-angeles-rams
Beaux Limmer,C,307, 6-5,23,los-angeles-rams
Hunter Long,TE,253, 6-5,26,los-angeles-rams
Warren McClendon,OT,300, 6-4,23,los-angeles-rams
Jaylen McCollough,DB,206, 6-0,24,los-angeles-rams
Dylan McMahon,C,298, 6-3,23,los-angeles-rams
Puka Nacua,WR,205, 6-2,23,los-angeles-rams
Joseph Noteboom,OT,321, 6-5,29,los-angeles-rams
Colby Parkinson,TE,251, 6-7,25,los-angeles-rams
Ronnie Rivers,RB,195, 5-9,25,los-angeles-rams
Demarcus Robinson,WR,203, 6-1,30,los-angeles-rams
Christian Rozeboom,LB,230, 6-2,27,los-angeles-rams
Cody Schrader,RB,214, 5-9,25,los-angeles-rams
Xavier Smith,WR,174, 5-9,27,los-angeles-rams
Omar Speights,LB,235, 6-1,23,los-angeles-rams
Matthew Stafford,QB,220, 6-3,36,los-angeles-rams
Kobie Turner,DE,288, 6-2,25,los-angeles-rams
Jared Verse,LB,250, 6-4,24,los-angeles-rams
Josh Wallace,DB,190, 6-0,24,los-angeles-rams
Alex Ward,LS,240, 6-4,25,los-angeles-rams
Jordan Whittington,WR,204, 6-1,24,los-angeles-rams
Darious Williams,DB,187, 5-9,31,los-angeles-rams
Kyren Williams,RB,194, 5-9,24,los-angeles-rams
Ahkello Witherspoon,DB,195, 6-2,29,los-angeles-rams
Charles Woods,DB,191, 5-11,24,los-angeles-rams
Tre'Vius Hodges-Tomlinson,DB,177, 5-9,23,los-angeles-rams
John Johnson,DB,204, 6-0,28,los-angeles-rams
Derion Kendrick,DB,190, 6-0,24,los-angeles-rams
Kaitori Leveston,OG,336, 6-4,25,los-angeles-rams
Conor McDermott,OT,305, 6-8,32,los-angeles-rams
Larrell Murchison,DT,297, 6-2,27,los-angeles-rams
Tyler Higbee,TE,255, 6-6,31,los-angeles-rams
AJ Arcuri,OT,320, 6-7,27,los-angeles-rams
Quintez Cephus,WR,208, 6-1,26,los-angeles-rams
Cory Durden,DT,292, 6-4,25,los-angeles-rams
Tony Fields,LB,222, 6-0,25,los-angeles-rams
Tanner Ingle,DB,179, 5-8,25,los-angeles-rams
Quindell Johnson,DB,208, 6-0,25,los-angeles-rams
Shaun Jolly,DB,180, 5-9,26,los-angeles-rams
Nikola Kalinic,TE,245, 6-4,27,los-angeles-rams
Cam Lampkin,DB,173, 5-11,23,los-angeles-rams
Eli Neal,LB,227, 6-0,23,los-angeles-rams
David Olajiga,DT,276, 6-3,27,los-angeles-rams
Drake Stoops,WR,189, 5-10,25,los-angeles-rams
Keir Thomas,LB,275, 6-2,26,los-angeles-rams
Logan Bruss,OG,317, 6-5,26,los-angeles-rams
Geron Christian,OT,315, 6-5,28,los-angeles-rams
Tre'Davious White,DB,192, 5-11,29,los-angeles-rams
Jonah Williams,DE,275, 6-5,29,los-angeles-rams
Russ Yeast,DB,195, 5-10,25,los-angeles-rams
Ty Zentner,P,200, 6-2,26,los-angeles-rams
AJ Barner,TE,251, 6-6,22,seattle-seahawks
Jake Bobo,WR,207, 6-4,26,seattle-seahawks
Pharaoh Brown,TE,246, 6-5,30,seattle-seahawks
Tre Brown,DB,185, 5-10,27,seattle-seahawks
Coby Bryant,DB,193, 6-1,25,seattle-seahawks
Zach Charbonnet,RB,214, 6-1,23,seattle-seahawks
Charles Cross,OT,311, 6-5,24,seattle-seahawks
Michael Dickson,P,208, 6-2,28,seattle-seahawks
Noah Fant,DB,188, 6-0,23,seattle-seahawks
Trevis Gipson,LB,263, 6-4,27,seattle-seahawks
Derick Hall,LB,254, 6-3,23,seattle-seahawks
Jaren Hall,QB,207, 6-0,26,seattle-seahawks
Johnathan Hankins,DT,325, 6-3,32,seattle-seahawks
Christian Haynes,OG,318, 6-2,24,seattle-seahawks
Sam Howell,QB,220, 6-1,24,seattle-seahawks
Rayshawn Jenkins,DB,220, 6-1,30,seattle-seahawks
Michael Jerrell,OT,294, 6-5,25,seattle-seahawks
Josh Jobe,DB,190, 5-11,26,seattle-seahawks
Dre'Mont Jones,DE,281, 6-3,27,seattle-seahawks
Ernest Jones,LB,230, 6-2,25,seattle-seahawks
Tyrice Knight,LB,233, 6-0,23,seattle-seahawks
Sataoa Laumea,OG,319, 6-4,23,seattle-seahawks
Tyler Lockett,WR,182, 5-10,32,seattle-seahawks
Julian Love,DB,195, 5-11,26,seattle-seahawks
Abraham Lucas,OT,322, 6-6,26,seattle-seahawks
Boye Mafe,LB,261, 6-4,26,seattle-seahawks
Kenny McIntosh,WR,235, 6-4,26,seattle-seahawks
Mike Morris,DE,295, 6-6,23,seattle-seahawks
Byron Murphy,DT,306, 6-0,22,seattle-seahawks
Jason Myers,K,190, 5-10,33,seattle-seahawks
Patrick O'Connell,LB,227, 6-1,25,seattle-seahawks
Ty Okada,DB,193, 5-11,25,seattle-seahawks
Olusegun Oluwatimi,C,309, 6-3,25,seattle-seahawks
Nehemiah Pritchett,DB,188, 6-0,23,seattle-seahawks
Jarran Reed,DT,306, 6-3,31,seattle-seahawks
Jerrick Reed,DB,196, 5-9,24,seattle-seahawks
Roy Robertson-Harris,DT,268, 6-7,31,seattle-seahawks
Josh Ross,LB,229, 6-0,25,seattle-seahawks
Brady Russell,TE,250, 6-3,26,seattle-seahawks
Laviska Shenault,WR,224, 6-1,26,seattle-seahawks
Geno Smith,QB,221, 6-3,34,seattle-seahawks
Jaxon Smith-Njigba,WR,197, 6-0,22,seattle-seahawks
Chris Stoll,LS,255, 6-2,26,seattle-seahawks
Jalen Sundell,C,301, 6-5,25,seattle-seahawks
Drake Thomas,LB,228, 5-11,24,seattle-seahawks
Laken Tomlinson,OG,323, 6-3,32,seattle-seahawks
Kenneth Walker,RB,211, 5-9,24,seattle-seahawks
Cody White,WR,215, 6-3,26,seattle-seahawks
Dee Williams,DB,190, 5-10,24,seattle-seahawks
Leonard Williams,DE,300, 6-5,30,seattle-seahawks
